title,year,director,running_time,views,likes,avg_rating,half_star,one_star,one_half_star,two_star,two_half_star,three_star,three_half_star,four_star,four_half_star,five_star
The Hive,2008,Peter Manus,90,177,11,2.3,18,20,17,18,9,10,3,2,1,4
The Device,2014,Jeremy Berg,90,312,7,2.4,13,21,8,21,8,14,2,4,1,1
Beast of the Bering Sea,2013,Don E. FauntLeRoy,86,168,9,2.1,23,34,12,24,13,1,4,2,0,1
The Terminators,2009,Xavier S. Puslowski,89,204,5,1.9,41,38,11,16,7,5,0,3,0,1
Femalien,1996,Cybil Richards,89,152,15,2.7,10,7,8,12,10,11,4,5,0,1
Karas: The Prophecy,2005,"Keiichi Sato,Hiroshi Yamazake,Akira Takada",90,284,35,3.2,1,2,3,15,25,27,32,27,6,5
Justice League: Secret Origins,2001,"Dan Riba,Butch Lukic",60,334,78,3.6,0,0,1,2,4,32,47,42,12,14
Infested,2002,Josh Olson,80,158,11,2.3,15,20,18,21,8,5,1,1,0,1
Moonchild,1974,Alan Gadney,90,63,8,2.9,2,4,7,8,2,8,2,0,1,0
The Peter Weyland Files: TED 2023,2012,Luke Scott,7,328,57,3.3,2,4,1,8,11,39,23,35,4,4
Dark Future,1994,Greydon Clark,100,119,15,2.4,11,18,17,13,9,2,1,2,1,1
Strange Frequency,2001,"Mary Lambert,Bryan Spicer",120,86,13,3.1,1,2,3,11,8,17,7,5,1,3
The Forbidden Files,1989,Jean-Teddy Filippe,92,98,30,3.5,0,0,0,4,2,13,15,24,1,7
Invasion of Alien Bikini,2011,Oh Young-Doo,75,135,12,2.9,4,5,4,17,17,14,7,12,3,0
The Brain,1962,Freddie Francis,83,90,8,2.9,0,1,7,13,13,13,4,2,0,0
Magellan,2017,Rob York,103,153,23,2.6,6,13,10,26,26,21,12,5,0,1
All Summer in a Day,1982,Ed Kaplan,25,175,34,3.4,0,3,4,4,7,30,16,14,9,9
Raiders of the Sun,1992,Cirio H. Santiago,80,80,9,2.9,2,5,9,9,7,4,7,1,0,2
Z Rex The Jurassic Dead,2017,"Milko Davis,Thomas Martwick",82,132,17,2.1,34,25,9,17,6,10,2,0,0,1
Hide and Creep,2004,Chuck Hartsell,85,150,20,2.9,5,2,8,16,27,15,6,6,2,3
Children,2006,Ragnar Bragason,93,135,13,3.4,0,0,2,6,7,13,13,21,7,2
Mythica: The Iron Crown,2016,John Lyde,93,177,38,3.1,3,4,6,13,15,41,9,18,5,3
The Day Mars Invaded Earth,1963,Maury Dexter,70,118,16,2.7,0,6,10,21,21,10,2,3,0,0
Unaware,2013,"Robert Cooley,Sean Bardin",81,156,11,2.6,8,16,16,16,17,10,11,5,1,0
"Good Night, Spain",2011,Raya Martin,70,158,14,3.0,3,12,2,10,16,12,6,11,6,5
Kamen Rider J,1994,Keita Amemiya,46,183,52,3.3,0,2,2,8,11,31,21,26,4,6
The Wolves of Willoughby Chase,1989,Stuart Orme,92,166,22,3.2,0,0,5,9,14,27,10,13,2,3
Humanoids from the Deep,1996,Jeff Yonis,86,143,14,2.7,3,13,11,17,9,17,6,6,1,0
Space Rage,1985,Conrad E. Palmisano,77,115,7,2.6,3,13,10,20,15,7,1,2,0,0
E.T.: A Holiday Reunion,2019,Lance Acord,4,274,55,2.7,20,28,3,12,15,27,11,15,2,11
See Here My Love,1979,Hugo Santiago,124,64,10,3.3,0,0,1,9,4,3,7,5,2,2
The Wizard of Mars,1965,David L. Hewitt,78,107,9,2.6,8,9,8,10,5,10,2,0,0,0
Return of the Ape Man,1944,Phil Rosen,68,122,14,2.9,0,2,7,18,13,14,7,1,0,0
Aliens vs. Avatars,2011,Lewis Schoenbrun,80,155,7,1.9,48,22,6,6,5,2,8,0,0,0
Snakehead Swamp,2014,Don E. FauntLeRoy,86,200,9,2.0,26,42,19,31,11,8,1,0,1,3
The Stranger,1973,Lee H. Katzin,100,204,11,2.2,16,28,17,24,7,9,5,0,0,0
Santo and the Vengeance of the Mummy,1971,René Cardona,87,105,19,3.0,0,3,2,10,13,13,5,3,1,0
Muse,2018,John Burr,95,81,10,2.9,0,6,8,10,15,8,4,4,0,0
Ten Years Japan,2018,"Yusuke Kinoshita,Chie Hayakawa,Kei Ishikawa,Akiyo Fujimura,Megumi Tsuno",98,132,18,3.3,0,0,3,5,15,33,24,15,3,1
100 Degrees Below Zero,2013,R.D. Braunstein,88,217,9,1.9,48,40,11,19,5,8,2,0,0,2
L'avant dernier,1981,Luc Besson,12,186,16,2.9,2,5,7,14,22,29,11,4,2,0
Dam Sharks!,2016,"Jon Kondelik,James Kondelik",79,161,15,2.3,23,24,13,21,10,14,2,4,1,3
The Three Stooges in Orbit,1962,Edward Bernds,90,215,26,2.8,2,7,8,17,26,36,4,7,1,0
"Anticipation, ou l'Amour en l'an 2000",1967,Jean-Luc Godard,20,134,22,3.5,0,1,1,2,0,15,16,20,8,2
The Urge to Kill,1989,Derek Ford,82,64,11,2.9,3,4,7,7,5,10,2,5,0,1
Straight Story,2006,"Vladimiros Kiriakidis,Efi Mouriki",88,313,17,3.0,5,4,9,21,20,29,28,12,3,4
Travelers,2013,Koichi Sakamoto,83,162,4,3.4,1,1,4,6,9,12,21,30,12,4
The Vulture,1966,Lawrence Huntington,91,90,9,2.7,0,12,7,15,9,5,2,3,0,1
Unknown Island,1948,Jack Bernhard,75,121,19,2.9,0,3,3,17,18,21,6,3,0,0
H.G. Wells' War of the Worlds,2005,David Michael Latt,100,297,9,2.1,33,41,23,26,10,12,7,8,0,2
Space Zombie Bingo!!!,1993,George Ormrod,75,119,10,2.4,17,13,10,7,2,8,0,3,0,1
Doctor Who: The War Games,1969,David Maloney,250,230,76,4.1,0,1,0,1,1,10,11,26,22,49
Hotaru,2016,William Laboury,21,138,45,3.6,0,1,0,3,6,17,10,25,11,8
Fetching Cody,2005,David Ray,87,227,36,3.2,0,4,4,11,15,47,17,16,3,5
Meridian,2016,Curtis Clark,12,214,17,2.5,4,12,15,41,25,20,6,2,0,2
Breaker,2017,Philippe McKie,11,141,24,3.2,2,1,3,5,18,34,20,12,2,2
Merlin: The Return,2000,Paul Matthews,90,212,9,1.9,22,55,24,21,7,6,0,1,0,0
Blade of the Phantom Master,2004,Jôji Shimura,87,181,19,3.0,0,3,6,22,22,27,20,5,2,2
I Hate My Body,1974,León Klimovsky,97,50,11,3.3,0,1,0,2,6,6,11,3,1,0
All Flowers in Time,2010,Jonathan Caouette,13,136,13,2.8,4,8,9,11,9,11,5,3,2,0
Cold Harvest,1998,Isaac Florentine,89,143,27,3.0,1,1,4,16,12,29,22,6,1,0
Philadelphia Experiment II,1993,Stephen Cornwell,97,306,11,2.6,5,12,12,39,26,31,4,7,1,1
Goldengirl,1979,Joseph Sargent,104,109,11,2.9,1,3,8,20,8,16,2,5,2,1
Thresher,2014,Mike Diva,8,182,32,3.1,1,2,2,10,16,46,20,13,0,3
The Last Boy,2019,Perry Bhandal,87,195,11,2.3,21,32,16,21,16,19,4,8,0,0
Star Wars Droids: The Pirates and the Prince,1985,,85,284,26,2.8,5,8,8,27,23,44,7,3,2,2
Primal Scream,1988,William J. Murray,89,64,16,3.0,2,2,3,7,10,11,1,2,0,1
The Twelve Months of the Summer,1988,Richard Hobert,130,88,14,3.4,0,0,1,5,3,19,16,12,3,1
Snakehead Terror,2004,Paul Ziller,77,249,21,2.5,11,20,14,35,19,20,7,5,1,2
Murdercycle,1999,Thomas L. Callaway,90,100,11,2.5,8,14,12,11,9,5,4,1,0,1
Elephants Dream,2006,Bassam Kurdali,11,284,19,2.8,4,14,16,27,25,25,28,9,2,7
The Avenging Fist,2001,"Corey Yuen,Andrew Lau",96,208,20,2.5,8,17,13,32,24,22,8,5,0,1
Negrum3,2019,Diego Paulino,22,256,57,3.9,0,0,0,2,4,21,21,46,24,30
Not Like Us,1995,Dave Payne,87,60,11,3.2,1,2,2,4,3,12,2,4,0,1
Black Forest,2012,Patrick Dinhut,85,188,17,2.3,15,24,14,26,21,13,3,1,1,2
Sabretooth,2002,James D.R. Hickox,90,234,10,2.1,19,40,24,24,15,6,4,0,1,2
Talisman,1998,David DeCoteau,72,155,17,2.7,4,11,14,13,15,19,9,2,0,0
Maayavan,2017,C. V. Kumar,129,249,52,3.1,0,6,6,10,34,62,34,24,4,4
Age of Tomorrow,2014,James Kondelik,90,190,7,2.0,37,27,17,13,5,3,1,2,1,3
The Visitation,2006,Robby Henson,103,231,17,2.7,5,12,12,32,21,25,11,10,1,2
Terror in the Swamp,1985,"Joe Catalanotto,Martin Folse",87,71,12,2.9,0,8,4,7,9,6,1,1,1,2
Joker,2012,Shirish Kunder,104,443,10,1.8,94,36,13,17,17,14,7,7,0,4
Timeslip,1955,Ken Hughes,93,79,8,3.0,1,2,3,11,13,11,6,1,0,0
Flaming Ears,1992,"Dietmar Schipek,A. Hans Scheirl,Ursula Pürrer",84,61,20,3.4,1,0,1,0,3,7,2,9,4,2
"Psalms of Planets Eureka Seven: Good Night, Sleep Tight, Young Lovers",2009,Tomoki Kyoda,115,284,32,2.9,10,9,12,21,25,32,22,17,5,7
A Humble Life,1997,Aleksandr Sokurov,76,139,16,3.5,0,0,0,6,5,16,13,24,6,3
Replica,2005,James Nguyen,66,177,22,1.9,60,23,6,4,4,2,5,3,0,2
The Manual,2017,Wil Magness,29,160,17,3.0,3,3,8,13,27,32,15,6,3,5
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,2015,,24,382,61,3.5,3,3,6,8,16,38,47,37,26,16
Superbeast,1972,George Schenck,93,99,2,2.6,5,8,14,19,3,6,2,0,0,1
New Crime City,1994,Jonathan Winfrey,86,74,9,3.2,1,0,1,7,13,9,2,3,0,4
Connected,2016,Luke Gilford,10,176,13,3.0,0,9,6,11,19,24,15,12,0,1
Star Wreck: In the Pirkinning,2005,Timo Vuorensola,103,300,35,2.9,8,18,7,23,14,40,33,20,1,7
Neutron the Atomic Superman vs. the Death Robots,1962,Federico Curiel,80,121,13,2.7,7,5,7,18,19,10,5,3,1,1
3%,2011,"Jotagá Crema,Daina Giannecchini,Dani Libardi",27,270,21,3.5,1,1,4,1,12,26,57,39,20,8
Gehara: The Dark and Long-Haired Monster,2009,Kiyotaka Taguchi,15,103,28,3.3,2,0,3,3,9,12,18,13,0,4
Mermaids: The Body Found,2012,Sid Bennett,82,311,34,2.6,18,20,21,20,21,34,11,16,1,8
Survivor,2012,John Lyde,93,197,14,2.3,13,20,33,34,17,22,3,1,0,2
Doctor Who: The Curse of Fenric,1989,Nicholas Mallett,104,275,80,4.0,0,0,1,4,2,18,16,31,19,52
Hydra,2009,Andrew Prendergast,94,183,7,2.1,23,26,17,23,12,4,1,1,2,1
The Lost World,1992,Timothy Bond,99,279,20,2.5,4,14,20,47,29,14,7,5,0,2
Doctor Who: The Aztecs,1964,John Crockett,100,315,74,3.7,0,1,1,6,9,20,20,58,19,19
Agency,1980,George Kaczender,94,116,6,2.7,2,4,15,19,17,6,4,2,1,0
Here and There,1957,Andrzej Pawłowski,6,163,35,3.3,2,1,2,7,7,19,8,16,4,2
The Hamburg Syndrome,1979,Peter Fleischmann,117,96,13,3.3,0,0,3,4,8,19,11,17,3,1
Watchers 3,1994,Jeremy Stanford,84,146,13,2.7,4,11,15,19,15,14,7,4,1,2
First on the Moon,2005,Aleksey Fedorchenko,75,140,16,3.3,0,1,3,9,7,25,17,14,4,3
SORI: Voice from the Heart,2016,Lee Ho-jae,117,191,14,3.2,1,5,3,11,20,35,28,23,2,2
Automatic,1995,John Murlowski,90,123,16,3.1,2,1,4,9,13,22,11,6,1,3
Doctor Who: Inferno,1970,"Douglas Camfield,Barry Letts",175,287,90,4.1,0,0,0,1,2,11,14,36,29,49
Goblin,2010,Jeffery Scott Lando,92,191,4,2.3,20,29,15,21,13,6,2,5,1,3
Man Divided,2017,Max Kestner,87,181,10,2.8,3,6,7,25,34,36,12,7,2,1
Time Changer,2002,Rich Christiano,95,265,26,2.3,32,26,11,22,16,17,10,6,2,4
The Unknown,2000,Michael Hjorth,90,213,10,2.7,3,24,10,39,11,40,16,14,0,0
Mutator,1989,John R. Bowey,91,77,4,2.7,4,7,6,10,4,3,3,0,0,0
Night Slaves,1970,Ted Post,72,83,17,3.1,0,0,3,9,9,22,8,3,2,0
Blood Type: Blue,1978,Kihachi Okamoto,133,67,16,3.2,0,1,1,3,10,13,8,7,0,1
Automania 2000,1963,John Halas,9,123,19,3.4,1,0,3,3,7,19,22,9,4,5
Happy Here and Now,2002,Michael Almereyda,89,113,18,3.2,0,2,3,8,11,12,9,12,5,2
The Brain Hack,2015,Joseph White,20,210,44,3.5,1,5,3,4,12,21,27,43,16,7
Without Warning,1994,Robert Iscove,100,171,39,3.4,0,3,1,7,8,30,24,18,7,6
Plutonium Baby,1987,"Ray Hirschman,William Szarka",85,106,8,2.7,5,7,13,9,8,5,1,1,0,1
Sorority Babes in the Dance-A-Thon of Death,1991,Todd Sheets,75,73,11,2.6,10,11,3,5,3,4,1,0,0,2
Lego Star Wars: Revenge of The Brick,2005,Royce Graham,5,339,68,2.9,5,18,9,25,14,41,16,12,2,18
Prince Charming,2001,Allan Arkush,91,352,25,2.9,4,6,11,23,22,35,18,14,1,4
A spasso nel tempo,1996,Carlo Vanzina,94,563,20,2.1,39,53,35,56,30,26,7,10,0,8
Alien Blood,1999,Jon Sorensen,80,116,16,2.5,10,18,7,6,7,6,3,2,0,3
Queen Crab,2015,Brett Piper,90,127,23,2.5,15,16,9,18,16,11,8,4,1,2
St. John's Wort,2001,Ten Shimoyama,85,195,14,2.7,6,11,8,19,15,34,9,6,1,0
Creature of Destruction,1967,Larry Buchanan,80,107,7,2.4,8,15,12,17,5,9,0,0,1,0
The Easter Bunny Is Comin' to Town,1977,"Jules Bass,Arthur Rankin, Jr.",50,294,48,3.2,2,1,2,17,14,40,22,23,1,6
The Airship Destroyer,1909,Walter R. Booth,11,216,31,3.2,2,1,3,12,23,28,22,17,2,4
Interzone,1987,Deran Sarafian,97,116,22,3.1,3,7,3,5,10,14,6,11,2,3
War of the Worlds 2: The Next Wave,2008,C. Thomas Howell,90,259,9,1.7,72,49,14,13,4,7,1,2,0,2
Sci-fighters,1996,Peter Svatek,94,133,17,2.8,3,8,6,20,18,18,6,4,0,1
The Stepford Children,1987,Alan J. Levi,96,90,6,2.8,1,4,8,17,4,8,3,3,0,0
Universal Soldier III: Unfinished Business,1999,Jeff Woolnough,95,241,7,2.0,23,43,22,18,6,5,1,2,0,1
Alien Intruder,1993,Ricardo Jacques Gale,120,141,11,2.4,5,21,15,24,11,2,3,0,0,0
Doctor Who: Meanwhile in the TARDIS: Part 1,2010,Richard Senior,3,675,61,3.5,1,1,1,8,15,68,26,37,1,30
The Chasing World,2008,Issei Shibata,98,114,11,3.1,6,0,3,8,12,16,6,7,3,2
The Inhabited Island,2008,Fyodor Bondarchuk,115,320,14,2.5,15,18,19,34,32,20,15,6,3,0
Hover,2018,Matt Osterman,86,135,9,2.6,5,11,13,28,28,14,6,3,0,0
The End of Eternity,1987,Andrei Yermash,137,56,5,3.4,0,0,2,2,3,8,10,6,0,3
Doctor Who: Meanwhile in the TARDIS: Part 2,2010,Richard Senior,4,686,65,3.4,1,4,0,11,13,62,28,41,3,25
Kamen Rider - The First,2005,Takao Nagaishi,90,250,49,3.1,3,4,6,16,20,54,22,17,2,6
Speckles: The Tarbosaurus,2012,Han Sang-ho,88,245,19,2.4,17,28,21,39,26,17,5,5,2,6
Frankenstein,1992,David Wickes,117,146,14,3.0,2,2,4,12,16,20,14,4,0,2
Skull,2017,Yusron Fuadi,116,203,24,3.1,5,7,3,17,14,46,39,19,6,5
Thirst,2016,Greg Kiefer,87,203,12,2.4,11,17,22,39,27,19,4,3,1,0
Aliens: Zone of Silence,2017,Andy Fowler,79,198,13,2.1,27,28,25,25,18,13,6,0,0,1
SENTiNEL,2017,Ryan Connolly,5,419,75,2.9,2,11,8,38,41,49,19,21,2,6
Invisible: The Chronicles of Benjamin Knight,1993,Jack Ersgard,83,109,14,2.8,4,5,5,17,17,11,4,2,1,1
Alien: Covenant - Prologue: Advent,2017,Matthew Thorne,7,376,38,3.3,1,7,2,7,9,40,28,26,3,5
The Attack of the Giant Mousaka,1999,Panos H. Koutras,90,227,45,3.1,5,7,6,13,13,30,12,13,3,10
Battle Drone,2018,Mitch Gould,93,206,21,2.3,22,22,19,31,20,20,7,7,2,1
Stars of the Roller State Disco,1984,Alan Clarke,72,130,26,3.3,0,2,2,5,15,24,20,13,3,2
Doctor Who: The Dalek Invasion of Earth,1964,Richard Martin,150,310,75,3.8,0,1,0,3,7,25,22,58,29,20
The Predator Holiday Special,2018,Alex Kamer,2,196,56,3.3,3,2,5,5,8,25,40,20,3,10
Cinderella 2000,1977,Al Adamson,89,107,8,2.7,6,11,8,12,8,8,3,2,0,2
Cyborg 3: The Recycler,1995,Michael Schroeder,90,146,13,2.5,12,17,8,15,11,7,7,1,0,1
Motel Mist,2016,Prabda Yoon,115,106,10,3.0,2,5,4,10,12,15,12,10,1,0
M.O.P.Z.,2016,Todd Rohal,11,252,70,3.4,2,3,1,7,8,22,31,34,8,8
Hot Wheels Acceleracers: Ignition,2005,Andrew Duncan,60,401,84,3.2,4,7,10,23,25,42,29,33,7,22
Dark Mountain,2013,Tara Anaïse,82,188,10,2.3,13,18,21,33,15,18,2,1,0,1
Doctor Who: The Edge of Destruction,1964,"Richard Martin,Frank Cox",50,322,63,3.3,2,1,3,13,28,37,35,32,5,9
The Man Without a Body,1957,"W. Lee Wilder,Charles Saunders",80,88,18,2.9,3,4,5,10,6,15,3,2,0,1
Planet Earth,1974,Marc Daniels,74,147,18,2.9,3,3,7,12,15,20,8,2,1,0
Another Gantz,2011,Shinsuke Sato,130,210,26,3.2,2,2,4,10,12,42,19,8,1,8
The Millennium Bug,2011,Kenneth Cran,88,159,23,2.8,2,11,5,27,25,18,11,13,2,2
Deathline,1997,Tibor Takács,93,190,15,2.6,2,12,12,34,24,24,1,4,0,0
Memoirs of a Survivor,1981,David Gladwell,115,90,12,3.1,0,2,2,7,11,15,15,5,1,0
Star Force: Fugitive Alien II,1987,"Minoru Kanaya,Kiyosumi Kuzakawa",75,291,13,2.0,32,42,22,19,7,11,4,4,1,0
The Lady and the Monster,1944,George Sherman,86,89,11,3.0,1,1,3,14,10,17,4,1,1,1
CyberTracker 2,1995,Richard Pepin,97,170,19,2.7,8,9,9,22,19,16,12,6,1,2
Doctor Who: Dimensions in Time,1993,Stuart McDonald,14,365,29,2.2,45,34,17,32,15,21,12,4,0,7
The Gift,2010,Carl Rinsch,5,266,36,3.1,2,7,6,15,15,35,34,29,2,3
Toomorrow,1970,Val Guest,95,83,12,2.9,2,2,7,12,13,12,1,4,0,2
King Size,1988,Juliusz Machulski,105,220,20,3.5,0,1,0,5,15,24,28,39,9,4
Gold,1934,Karl Hartl,120,86,16,3.4,0,0,1,4,2,16,19,12,6,1
Remote Electric Photography,1908,Georges Méliès,6,354,25,2.9,2,5,7,23,35,26,26,11,1,2
Spiders 2: Breeding Ground,2001,Sam Firstenberg,96,243,19,2.1,21,31,31,33,15,11,3,2,1,2
Our Heavenly Bodies,1925,Hanns Walter Kornblum,92,125,25,3.4,0,0,3,3,9,22,16,17,6,3
BraveStarr: The Legend,1988,Tom Tataranowicz,91,196,32,3.2,2,1,5,9,10,28,24,24,2,3
Japan Sinks,2006,Shinji Higuchi,135,281,13,2.5,16,25,17,31,27,44,20,3,2,1
5th Passenger,2018,Scotty Baker,89,185,7,2.2,22,28,22,35,17,13,7,0,0,1
Around the World Under the Sea,1966,Andrew Marton,110,155,16,2.8,0,3,4,27,21,23,5,4,0,0
Kenny Begins,2009,"Mats Lindberg,Carl Åstrand",88,430,21,2.8,4,15,15,57,25,83,15,22,3,4
Doctor Who: Robot,1975,Christopher Barry,100,323,70,3.5,0,0,3,6,9,49,39,46,6,10
American Warships,2012,Thunder Levin,90,257,16,2.0,36,42,21,27,12,10,4,3,1,1
Evangelion the Movie AVANT 1: 0706 Version,2019,"Hideaki Anno,Kazuya Tsurumaki,Masayuki",11,288,68,3.3,5,5,3,9,9,27,16,30,3,14
Cyborg 2087,1966,Franklin Adreon,86,92,16,2.9,0,3,3,16,15,18,3,4,0,0
Cake,2017,Alan Friel,6,160,42,3.5,0,0,0,2,4,20,22,31,3,5
Flatland,2007,"Jeffrey Travis,Dano Johnson",36,309,32,2.8,15,10,11,18,19,27,12,15,2,8
"The Haunted World of Edward D. Wood, Jr.",1995,Brett Thompson,112,223,36,3.4,1,0,1,7,8,34,21,25,3,6
Fight!! Iczer-1,1985,Toshiki Hirano,100,130,20,3.1,1,2,6,7,14,18,15,10,2,3
Cassette Girl,2015,Hiroyasu Kobayashi,7,222,45,3.3,0,2,1,9,11,50,24,19,7,4
Night Skies,2007,Roy Knyrim,90,233,18,2.4,15,28,18,28,25,23,12,1,1,1
Satellite in the Sky,1956,Paul Dickson,85,162,14,2.7,0,9,10,26,27,19,10,2,0,0
Starship,1984,Roger Christian,95,76,7,2.8,2,12,8,6,7,2,5,2,2,1
EGG.,2005,Yukihiko Tsutsumi,73,75,14,3.3,2,2,1,2,8,9,9,8,2,2
Andy Colby's Incredible Adventure,1988,Deborah Brock,75,54,8,2.8,7,6,5,5,3,7,2,1,0,2
The Man with the Magic Box,2017,Bodo Kox,100,146,23,3.2,2,0,2,8,17,29,26,16,1,6
Venomous,2001,Fred Olen Ray,97,192,10,2.4,6,16,20,37,21,17,5,0,0,1
Star Games,1998,Greydon Clark,90,186,15,1.8,47,48,8,5,4,1,2,3,0,0
Maximum Shame,2010,Carlos Atanes,80,55,3,2.8,6,5,3,9,2,1,3,1,0,0
The Curse of the Komodo,2004,Jim Wynorski,92,254,16,2.1,38,21,18,27,22,7,5,3,0,2
Intolerance,2000,Phil Mulloy,11,193,30,3.5,0,2,2,6,8,22,18,17,12,10
Behemoth,2011,David Hogan,90,235,8,2.2,13,28,30,33,16,12,5,1,0,1
Spaceways,1953,Terence Fisher,76,96,10,2.9,0,3,4,18,19,10,4,1,0,1
Lake Eerie,2016,Chris Majors,104,186,4,1.8,47,32,21,16,10,5,1,0,1,0
Trailer Park Shark,2017,Griff Furst,90,181,20,2.2,22,35,12,27,14,17,5,5,0,2
Saucer Man,2015,Vince Collins,3,210,50,3.3,2,4,8,6,5,16,15,15,9,9
Hyperspace,1984,Todd Durham,86,110,14,2.9,3,4,6,16,11,12,8,5,1,1
Roller Blade Warriors: Taken by Force,1989,Donald G. Jackson,83,66,10,2.9,4,6,4,8,3,7,2,0,1,1
Turbo Killer,2016,Seth Ickerman,4,264,86,3.7,0,1,0,5,8,18,33,57,18,22
The Equinox...A Journey Into the Supernatural,1967,Dennis Muren,71,235,37,3.1,0,3,3,9,18,41,13,11,1,2
Princess of Mars,2009,Mark Atkins,93,246,10,2.1,29,41,18,24,13,14,6,3,0,1
Roots Search,1986,Hisashi Sugai,45,119,8,2.6,5,10,14,14,5,13,1,1,0,0
Time Freak,2011,Andrew Bowler,10,185,23,3.3,0,4,4,3,6,25,28,25,4,3
Jurassic Galaxy,2018,"Jon Kondelik,James Kondelik",76,194,14,1.8,63,43,19,12,5,6,0,0,1,6
Canaries,2017,Peter Stray,84,177,17,2.4,15,17,19,33,21,18,9,3,0,1
Prototype,1992,Phillip J. Roth,98,168,12,2.3,18,22,9,19,10,7,4,2,1,0
The Philadelphia Experiment,2012,Paul Ziller,85,277,12,2.3,15,29,30,40,22,24,11,4,0,3
Assassinaut,2019,Drew Bolduc,83,176,25,2.7,7,9,16,20,28,26,12,7,1,5
Thunder of Gigantic Serpent,1988,Lee Chiu,100,117,27,3.0,2,3,5,14,12,13,10,6,1,1
Loups=Garous,2010,Jun'ichi Fujisaku,99,156,13,2.7,8,10,11,12,11,15,10,9,0,1
FTL,2017,Adam Stern,15,252,25,3.0,2,5,10,22,34,55,33,21,2,1
Lego Star Wars: The Yoda Chronicles - The Phantom Clone,2013,Michael Hegner,22,387,58,3.0,3,13,8,31,27,68,28,11,5,13
The Fifth Power,1962,Alberto Pieralisi,99,91,17,3.6,0,1,0,0,1,7,12,21,14,0
Loop,2016,Isti Madarász,95,256,33,3.2,3,5,4,20,21,45,37,37,6,8
Tykho Moon,1996,Enki Bilal,102,162,14,3.0,0,5,2,8,20,26,7,6,1,2
Iru Mugan,2016,Anand Shankar,150,446,40,2.5,14,34,17,48,55,63,22,14,2,2
In the Dust of the Stars,1976,Gottfried Kolditz,98,132,16,3.2,1,2,3,6,12,28,15,11,2,0
Valley of the Dragons,1961,Edward Bernds,82,170,23,2.5,1,9,21,39,23,15,4,3,0,0
Doctor Who: The Power of the Daleks,1966,Christopher Barry,146,270,91,3.8,0,0,2,3,3,28,21,49,22,23
Plague,1979,Ed Hunt,88,73,6,2.9,2,2,3,16,11,7,4,2,0,0
The Bowery Boys Meet the Monsters,1954,Edward Bernds,65,145,20,2.9,0,4,8,19,17,22,6,5,0,3
Radar Men from the Moon,1952,Fred C. Brannon,167,207,19,2.6,7,13,11,21,14,19,7,7,0,1
7Aum Arivu,2011,A.R. Murugadoss,168,576,58,2.8,12,9,23,35,57,73,41,24,1,8
The Naive Man From Lolliland,2005,J.G. Quintel,5,378,100,3.3,0,1,3,5,20,58,35,33,3,9
The Afterman,1985,Rob Van Eyck,90,103,15,2.8,8,7,9,8,6,18,7,8,1,2
War of the Worlds: Goliath,2012,Joe Pearson,85,201,21,2.8,4,8,9,21,29,32,19,5,1,2
Purgatory,1999,Uli Edel,94,273,43,3.1,1,3,3,19,17,53,31,16,3,6
Code Geass: Lelouch of the Rebellion - Transgression,2018,Goro Taniguchi,132,274,43,3.2,3,9,5,15,14,45,29,27,7,14
DC Showcase: Sgt. Rock,2019,Bruce Timm,14,182,42,3.3,1,1,0,10,7,45,34,31,3,3
Contact,2014,Claire Denis,3,264,54,3.4,0,1,2,3,8,22,19,18,5,2
Journey to the Center of the Earth,1977,Juan Piquer Simón,87,210,22,2.8,4,3,5,24,28,30,10,5,1,0
Moscow-Cassiopeia,1974,Richard Viktorov,85,135,19,3.3,1,4,2,2,14,21,17,14,3,5
Daemonium: Soldier of the Underworld,2015,Pablo Parés,120,217,16,2.5,18,17,15,22,28,14,16,11,0,0
Ganjasaurus Rex,1987,Ursi Reynolds,88,101,11,2.5,16,16,3,9,7,4,2,1,1,5
Revenge of the Stepford Wives,1980,Robert Fuest,96,125,16,3.0,2,1,7,11,11,13,6,2,1,1
Eat and Run,1987,Christopher Hart,85,113,17,2.9,2,8,8,14,9,13,8,6,4,3
The Hexer,2001,Marek Brodzki,130,281,25,2.1,31,35,32,32,18,9,8,9,2,2
The Desert,2013,Christoph Behl,98,143,17,3.0,1,3,6,13,21,13,20,12,2,0
Sky Pirates,1986,Colin Eggleston,89,125,7,2.8,1,3,8,24,14,15,0,0,2,1
Oblivion 2: Backlash,1996,Sam Irvin,83,176,20,2.8,5,6,8,18,19,35,11,7,0,0
2307: Winter's Dream,2016,Joey Curtis,101,195,16,2.2,23,33,21,28,13,17,7,0,0,2
Firehead,1991,Peter Yuval,88,218,15,2.0,21,43,26,21,9,8,1,2,0,0
Spectres of the Spectrum,2000,Craig Baldwin,94,120,24,3.5,0,1,0,2,4,12,16,15,5,5
Guest from the Future,1984,Pavel Arsyonov,334,256,33,3.6,3,1,0,1,5,18,18,39,5,15
The Adventures of the American Rabbit,1986,"Fred Wolf,Nobutaka Nishizawa",85,233,30,2.7,9,11,13,24,21,22,7,6,1,6
Transfer,2010,Damir Lukacevic,93,190,23,3.2,2,2,3,9,15,34,27,15,4,4
Saltwater,2016,Griff Furst,90,221,16,2.2,24,37,27,22,16,11,9,6,2,0
Mothman,2010,Sheldon Wilson,86,268,11,2.3,15,30,20,30,20,14,9,4,0,3
